Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate (per 100,000)","Age-standardised rate 2001 Australian Standard Population (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)","Age-standardised rate  (WHO) (per 100,000)","Age-standardised rate  (Segi) (per 100,000)",Column L,ICD10 codes,Age group code
Actual,Melanoma of the skin,2013,Females,25–29,3,0.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2013,Females,30–34,10,1.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2013,Females,35–39,10,1.3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2013,Females,40–44,19,2.3,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2013,Females,45–49,27,3.5,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2013,Females,50–54,40,5.1,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2013,Females,55–59,38,5.4,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2013,Females,60–64,43,6.8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2013,Females,65–69,39,7.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2013,Females,70–74,51,12.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2013,Females,75–79,54,17.3,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2013,Females,80–84,68,27.1,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2013,Females,85–89,56,31.5,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2013,Females,90+,45,43,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2013,Females,All ages combined,503,4.3,3.6,4.5,2.6,2.2,NULL,C43,20
Actual,Melanoma of the skin,2013,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2013,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2013,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2013,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2013,Males,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2013,Males,25–29,6,0.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2013,Males,30–34,7,0.8,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2013,Males,35–39,11,1.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2013,Males,40–44,29,3.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2013,Males,45–49,35,4.6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2013,Males,50–54,65,8.5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2013,Males,55–59,73,10.7,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2013,Males,60–64,115,18.7,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2013,Males,65–69,149,27.8,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2013,Males,70–74,134,35.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2013,Males,75–79,148,53.6,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2013,Males,80–84,178,91.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2013,Males,85–89,115,104.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2013,Males,90+,57,126.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2013,Males,All ages combined,1122,9.8,9.4,12.3,6.3,5.4,NULL,C43,20
Actual,Melanoma of the skin,2013,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2013,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2013,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2013,Persons,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2013,Persons,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2013,Persons,25–29,9,0.5,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2013,Persons,30–34,17,1,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2013,Persons,35–39,21,1.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2013,Persons,40–44,48,2.9,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2013,Persons,45–49,62,4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2013,Persons,50–54,105,6.8,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2013,Persons,55–59,111,8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2013,Persons,60–64,158,12.7,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2013,Persons,65–69,188,17.4,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2013,Persons,70–74,185,23.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2013,Persons,75–79,202,34.3,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2013,Persons,80–84,246,55.2,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2013,Persons,85–89,171,59.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2013,Persons,90+,102,68.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2013,Persons,All ages combined,1625,7,6.2,8,4.3,3.7,NULL,C43,20
Actual,Melanoma of the skin,2014,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2014,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2014,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2014,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2014,Females,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2014,Females,25–29,5,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2014,Females,30–34,4,0.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2014,Females,35–39,7,0.9,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2014,Females,40–44,13,1.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2014,Females,45–49,26,3.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2014,Females,50–54,25,3.2,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2014,Females,55–59,40,5.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2014,Females,60–64,40,6.2,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2014,Females,65–69,50,8.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2014,Females,70–74,57,13.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2014,Females,75–79,44,13.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2014,Females,80–84,64,25.5,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2014,Females,85–89,61,33.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2014,Females,90+,48,43.4,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2014,Females,All ages combined,485,4.1,3.3,4.2,2.4,2.1,NULL,C43,20
Actual,Melanoma of the skin,2014,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2014,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2014,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2014,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2014,Males,20–24,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2014,Males,25–29,5,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2014,Males,30–34,6,0.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2014,Males,35–39,13,1.7,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2014,Males,40–44,20,2.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2014,Males,45–49,23,3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2014,Males,50–54,52,6.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2014,Males,55–59,70,10,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2014,Males,60–64,105,16.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2014,Males,65–69,103,18.5,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2014,Males,70–74,118,29.6,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2014,Males,75–79,156,54.4,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2014,Males,80–84,156,79.5,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2014,Males,85–89,108,93.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2014,Males,90+,46,94.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2014,Males,All ages combined,983,8.4,8,10.5,5.4,4.5,NULL,C43,20
Actual,Melanoma of the skin,2014,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2014,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2014,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2014,Persons,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2014,Persons,20–24,3,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2014,Persons,25–29,10,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2014,Persons,30–34,10,0.6,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2014,Persons,35–39,20,1.3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2014,Persons,40–44,33,2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2014,Persons,45–49,49,3.2,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2014,Persons,50–54,77,4.9,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2014,Persons,55–59,110,7.8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2014,Persons,60–64,145,11.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2014,Persons,65–69,153,13.7,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2014,Persons,70–74,175,21.5,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2014,Persons,75–79,200,32.9,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2014,Persons,80–84,220,49.2,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2014,Persons,85–89,169,57.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2014,Persons,90+,94,59,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2014,Persons,All ages combined,1468,6.3,5.5,7.1,3.8,3.2,NULL,C43,20
Actual,Melanoma of the skin,2015,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2015,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2015,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2015,Females,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2015,Females,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2015,Females,25–29,6,0.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2015,Females,30–34,7,0.8,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2015,Females,35–39,4,0.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2015,Females,40–44,22,2.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2015,Females,45–49,25,3.1,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2015,Females,50–54,29,3.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2015,Females,55–59,30,4.1,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2015,Females,60–64,46,7,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2015,Females,65–69,45,7.7,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2015,Females,70–74,55,12.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2015,Females,75–79,50,15,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2015,Females,80–84,59,23.6,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2015,Females,85–89,69,38,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2015,Females,90+,53,45.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2015,Females,All ages combined,502,4.2,3.4,4.3,2.4,2.1,NULL,C43,20
Actual,Melanoma of the skin,2015,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2015,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2015,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2015,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2015,Males,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2015,Males,25–29,5,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2015,Males,30–34,5,0.6,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2015,Males,35–39,18,2.3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2015,Males,40–44,24,2.9,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2015,Males,45–49,28,3.6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2015,Males,50–54,52,6.8,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2015,Males,55–59,64,9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2015,Males,60–64,92,14.6,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2015,Males,65–69,105,18.3,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2015,Males,70–74,124,29.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2015,Males,75–79,122,40.9,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2015,Males,80–84,151,76.3,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2015,Males,85–89,126,105.6,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2015,Males,90+,79,150.3,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2015,Males,All ages combined,996,8.4,7.9,10.5,5.3,4.4,NULL,C43,20
Actual,Melanoma of the skin,2015,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2015,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2015,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2015,Persons,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2015,Persons,20–24,2,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2015,Persons,25–29,11,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2015,Persons,30–34,12,0.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2015,Persons,35–39,22,1.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2015,Persons,40–44,46,2.8,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2015,Persons,45–49,53,3.4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2015,Persons,50–54,81,5.2,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2015,Persons,55–59,94,6.5,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2015,Persons,60–64,138,10.8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2015,Persons,65–69,150,13,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2015,Persons,70–74,179,21.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2015,Persons,75–79,172,27.3,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2015,Persons,80–84,210,46.9,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2015,Persons,85–89,195,64.8,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2015,Persons,90+,132,78.5,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2015,Persons,All ages combined,1498,6.3,5.4,7,3.7,3.2,NULL,C43,20
Actual,Melanoma of the skin,2016,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2016,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2016,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2016,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2016,Females,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2016,Females,25–29,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2016,Females,30–34,4,0.4,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2016,Females,35–39,4,0.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2016,Females,40–44,10,1.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2016,Females,45–49,11,1.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2016,Females,50–54,23,2.9,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2016,Females,55–59,24,3.2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2016,Females,60–64,34,5.1,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2016,Females,65–69,41,6.8,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2016,Females,70–74,46,10.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2016,Females,75–79,57,16.6,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2016,Females,80–84,58,23,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2016,Females,85–89,52,28.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2016,Females,90+,59,49,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2016,Females,All ages combined,425,3.5,2.7,3.6,1.9,1.6,NULL,C43,20
Actual,Melanoma of the skin,2016,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2016,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2016,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2016,Males,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2016,Males,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2016,Males,25–29,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2016,Males,30–34,8,0.9,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2016,Males,35–39,15,1.9,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2016,Males,40–44,20,2.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2016,Males,45–49,24,3.1,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2016,Males,50–54,34,4.5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2016,Males,55–59,54,7.5,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2016,Males,60–64,61,9.6,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2016,Males,65–69,129,21.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2016,Males,70–74,103,23.6,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2016,Males,75–79,115,37.3,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2016,Males,80–84,118,58.3,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2016,Males,85–89,116,94.7,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2016,Males,90+,56,98.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2016,Males,All ages combined,857,7.1,6.6,8.7,4.4,3.7,NULL,C43,20
Actual,Melanoma of the skin,2016,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2016,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2016,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2016,Persons,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2016,Persons,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2016,Persons,25–29,4,0.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2016,Persons,30–34,12,0.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2016,Persons,35–39,19,1.2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2016,Persons,40–44,30,1.8,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2016,Persons,45–49,35,2.2,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2016,Persons,50–54,57,3.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2016,Persons,55–59,78,5.3,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2016,Persons,60–64,95,7.3,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2016,Persons,65–69,170,14.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2016,Persons,70–74,149,16.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2016,Persons,75–79,172,26.4,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2016,Persons,80–84,176,38.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2016,Persons,85–89,168,55,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2016,Persons,90+,115,64.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2016,Persons,All ages combined,1282,5.3,4.5,5.9,3,2.6,NULL,C43,20
Actual,Melanoma of the skin,2017,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2017,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2017,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2017,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2017,Females,20–24,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2017,Females,25–29,5,0.5,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2017,Females,30–34,3,0.3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2017,Females,35–39,11,1.3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2017,Females,40–44,9,1.1,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2017,Females,45–49,18,2.1,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2017,Females,50–54,31,4,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2017,Females,55–59,30,3.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2017,Females,60–64,43,6.3,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2017,Females,65–69,48,7.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2017,Females,70–74,59,12.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2017,Females,75–79,52,14.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2017,Females,80–84,71,27.4,NULL,NULL,NULL,NULL,NULL,C43,17
